polaridade,palavra
1,abraçáveis
1,abre
1,abrem
1,abres
1,abri
1,abria
1,abriam
1,abrias
1,abriga
1,abrigada
1,abrigadas
1,abrigado
1,abrigados
1,abrigai
1,abrigais
1,abrigam
1,abrigamos
1,abrigando
1,abrigar
1,abrigara
1,abrigaram
1,abrigaras
1,abrigardes
1,abrigarei
1,abrigareis
1,abrigarem
1,abrigaremos
1,abrigares
1,abrigaria
1,abrigariam
1,abrigarias
1,abrigarmos
1,abrigará
1,abrigarás
1,abrigarão
1,abrigaríamos
1,abrigaríeis
1,abrigas
1,abrigasse
1,abrigassem
1,abrigasses
1,abrigaste
1,abrigastes
1,abrigava
1,abrigavam
1,abrigavas
1,abrigo
1,abrigou
1,abrigue
1,abriguei
1,abrigueis
1,abriguem
1,abriguemos
1,abrigues
1,abrigáramos
1,abrigáreis
1,abrigásseis
1,abrigássemos
1,abrigávamos
1,abrigáveis
1,abrimos
1,abrindo
1,abrir
1,abrira
1,abriram
1,abriras
1,abrirdes
1,abrirei
1,abrireis
1,abrirem
1,abriremos
1,abrires
1,abriria
1,abririam
1,abririas
1,abrirmos
1,abrirá
1,abrirás
1,abrirão
1,abriríamos
1,abriríeis
1,abris
1,abrisse
1,abrissem
1,abrisses
1,abriste
1,abristes
1,abriu
1,abro
1,abríamos
1,abríeis
1,abríramos
1,abríreis
1,abrísseis
1,abríssemos
1,absolta
1,absoltas
1,absolto
1,absoltos
1,absolva
1,absolvais
1,absolvam
1,absolvamos
1,absolvas
1,absolve
1,absolvei
1,absolveis
1,absolvem
1,absolvemos
1,absolvendo
1,absolver
1,absolvera
1,absolveram
1,absolveras
1,absolverdes
1,absolverei
1,absolvereis
1,absolverem
1,absolveremos
1,absolveres
1,absolveria
1,absolveriam
1,absolverias
1,absolvermos
1,absolverá
1,absolverás
1,absolverão
1,absolveríamos
1,absolveríeis
1,absolves
1,absolvesse
1,absolvessem
1,absolvesses
1,absolveste
1,absolvestes
1,absolveu
1,absolvi
1,absolvia
1,absolviam
1,absolvias
1,absolvid*
1,absolvida
1,absolvidas
1,absolvido
1,absolvidos
1,absolvição
1,absolvo
1,absolvêramos
1,absolvêreis
1,absolvêsseis
1,absolvêssemos
1,absolvíamos
1,absolvíeis
-1,absurda
-1,absurdas
-1,absurdo
-1,absurdo*
1,abund*
1,abundant*
1,abundante*
1,abundantíssim*
1,abundância
-1,abus*
-1,abusa
-1,abusad*
-1,abusada
-1,abusadas
-1,abusado
-1,abusados
-1,abusai
-1,abusais
-1,abusam
-1,abusamos
-1,abusando
-1,abusar
-1,abusara
-1,abusaram
-1,abusaras
-1,abusardes
-1,abusarei
-1,abusareis
-1,abusarem
-1,abusaremos
-1,abusares
-1,abusaria
-1,abusariam
-1,abusarias
-1,abusarmos
-1,abusará
-1,abusarás
-1,abusarão
-1,abusaríamos
-1,abusaríeis
-1,abusas
-1,abusasse
-1,abusassem
-1,abusasses
-1,abusaste
-1,abusastes
-1,abusava
-1,abusavam
-1,abusavas
-1,abuse
-1,abusei
-1,abuseis
-1,abusem
-1,abusemos
-1,abuses
-1,abusiv*
-1,abuso
-1,abusos
-1,abusou
-1,abusáramos
-1,abusáreis
-1,abusásseis
-1,abusássemos
-1,abusávamos
-1,abusáveis
-1,abutre*
-1,acabado-se
-1,acabando-se
1,acalm*
1,acalma
1,acalmad*
1,acalmada
1,acalmadas
1,acalmado
1,acalmado-se
1,acalmados
1,acalmai
1,acalmais
1,acalmam
1,acalmamos
1,acalmando
1,acalmando-se
1,acalmar
1,acalmara
1,acalmaram
1,acalmaras
1,acalmardes
1,acalmarei
1,acalmareis
1,acalmarem
1,acalmaremos
1,acalmares
1,acalmaria
1,acalmariam
1,acalmarias
1,acalmarmos
1,acalmará
1,acalmarás
1,acalmarão
1,acalmaríamos
1,acalmaríeis
1,acalmas
1,acalmasse
1,acalmassem
1,acalmasses
1,acalmaste
1,acalmastes
1,acalmava
1,acalmavam
1,acalmavas
1,acalme
1,acalmei
1,acalmeis
1,acalmem
1,acalmemos
1,acalmes
1,acalmo
1,acalmou
1,acalmáramos
1,acalmáreis
1,acalmásseis
1,acalmássemos
1,acalmávamos
1,acalmáveis
1,acalor*
-1,acanha
-1,acanhad*
-1,acanhada
-1,acanhadas
-1,acanhado
-1,acanhados
-1,acanhadíssim*
-1,acanhai
-1,acanhais
-1,acanham
-1,acanhamento
-1,acanhamos
-1,acanhando
-1,acanhar
-1,acanhara
-1,acanharam
-1,acanharas
-1,acanhardes
-1,acanharei
-1,acanhareis
-1,acanharem
-1,acanharemos
-1,acanhares
-1,acanharia
-1,acanhariam
-1,acanharias
-1,acanharmos
-1,acanhará
-1,acanharás
-1,acanharão
-1,acanharíamos
-1,acanharíeis
-1,acanhas
-1,acanhasse
-1,acanhassem
-1,acanhasses
-1,acanhaste
-1,acanhastes
-1,acanhava
-1,acanhavam
-1,acanhavas
-1,acanhe
-1,acanhei
-1,acanheis
-1,acanhem
-1,acanhemos
-1,acanhes
-1,acanho
-1,acanhou
-1,acanháramos
-1,acanháreis
-1,acanhásseis
-1,acanhássemos
-1,acanhávamos
-1,acanháveis
-1,acare*
1,acaricia
1,acariciad*
1,acariciada
1,acariciadas
1,acariciado
1,acariciados
1,acariciai
1,acariciais
1,acariciam
1,acariciamos
1,acariciando
1,acariciar
1,acariciara
1,acariciaram
1,acariciaras
1,acariciardes
1,acariciarei
1,acariciareis
1,acariciarem
1,acariciaremos
1,acariciares
1,acariciaria
1,acariciariam
1,acariciarias
1,acariciarmos
1,acariciará
1,acariciarás
1,acariciarão
1,acariciaríamos
1,acariciaríeis
1,acaricias
1,acariciasse
1,acariciassem
1,acariciasses
1,acariciaste
1,acariciastes
1,acariciava
1,acariciavam
1,acariciavas
1,acaricie
1,acariciei
1,acaricieis
1,acariciem
1,acariciemos
1,acaricies
1,acaricio
1,acariciou
1,acariciáramos
1,acariciáreis
1,acariciásseis
1,acariciássemos
1,acariciávamos
1,acariciáveis
1,acaso
1,acatamento
1,aceita
1,aceitada
1,aceitadas
1,aceitado
1,aceitado*
1,aceitados
1,aceitai
1,aceitais
1,aceitam
1,aceitamos
1,aceitando
1,aceitar
1,aceitara
1,aceitaram
1,aceitaras
1,aceitardes
1,aceitarei
1,aceitareis
1,aceitarem
1,aceitaremos
1,aceitares
1,aceitaria
1,aceitariam
1,aceitarias
1,aceitarmos
1,aceitará
1,aceitarás
1,aceitarão
1,aceitaríamos
1,aceitaríeis
1,aceitas
1,aceitasse
1,aceitassem
1,aceitasses
1,aceitaste
1,aceitastes
1,aceitava
1,aceitavam
1,aceitavas
1,aceitação
1,aceite
1,aceitei
1,aceiteis
1,aceitem
1,aceitemos
1,aceites
1,aceito
1,aceitou
1,aceitáramos
1,aceitáreis
1,aceitásseis
1,aceitássemos
1,aceitávamos
1,aceitáve*
1,aceitáveis
1,acepç*
1,acessíve*
1,acidentais
1,acidental
1,acidentalmente
1,aclamação
1,acolha
1,acolhais
1,acolham
1,acolhamos
1,acolhas
1,acolhe
1,acolhei
1,acolheis
1,acolhem
1,acolhemos
1,acolhendo
1,acolher
1,acolhera
1,acolheram
1,acolheras
1,acolherdes
1,acolherei
1,acolhereis
1,acolherem
1,acolheremos
1,acolheres
1,acolheria
1,acolheriam
1,acolherias
1,acolhermos
1,acolherá
1,acolherás
1,acolherão
1,acolheríamos
1,acolheríeis
1,acolhes
1,acolhesse
1,acolhessem
1,acolhesses
1,acolheste
1,acolhestes
1,acolheu
1,acolhi
1,acolhia
1,acolhiam
1,acolhias
1,acolhid*
1,acolhida
1,acolhidas
1,acolhido
1,acolhidos
1,acolhimento
1,acolho
1,acolhêramos
1,acolhêreis
1,acolhêsseis
1,acolhêssemos
1,acolhíamos
1,acolhíeis
-1,acomet*
1,acontecendo
1,acordo*
1,acredit*
1,acredita
1,acreditad*
1,acreditada
1,acreditadas
1,acreditado
1,acreditados
1,acreditai
1,acreditais
1,acreditam
1,acreditamos
1,acreditando
1,acreditar
1,acreditara
1,acreditaram
1,acreditaras
1,acreditardes
1,acreditarei
1,acreditareis
1,acreditarem
1,acreditaremos
1,acreditares
1,acreditaria
1,acreditariam
1,acreditarias
1,acreditarmos
1,acreditará
1,acreditarás
1,acreditarão
1,acreditaríamos
1,acreditaríeis
1,acreditas
1,acreditasse
1,acreditassem
1,acreditasses
1,acreditaste
1,acreditastes
1,acreditava
1,acreditavam
1,acreditavas
1,acredite
1,acreditei
1,acrediteis
1,acreditem
1,acreditemos
1,acredites
1,acredito
1,acreditou
1,acreditáramos
1,acreditáreis
1,acreditásseis
1,acreditássemos
1,acreditávamos
1,acreditáveis
-1,acusa
-1,acusad*
-1,acusada
-1,acusadas
-1,acusado
-1,acusados
-1,acusai
-1,acusais
-1,acusam
-1,acusamos
-1,acusando
-1,acusar
-1,acusara
-1,acusaram
-1,acusaras
-1,acusardes
-1,acusarei
-1,acusareis
-1,acusarem
-1,acusaremos
-1,acusares
-1,acusaria
-1,acusariam
-1,acusarias
-1,acusarmos
-1,acusará
-1,acusarás
-1,acusarão
-1,acusaríamos
-1,acusaríeis
-1,acusas
-1,acusasse
-1,acusassem
-1,acusasses
-1,acusaste
-1,acusastes
-1,acusava
-1,acusavam
-1,acusavas
-1,acusaç*
-1,acuse
-1,acusei
-1,acuseis
-1,acusem
-1,acusemos
-1,acuses
-1,acuso
-1,acusou
-1,acusáramos
-1,acusáreis
-1,acusásseis
-1,acusássemos
-1,acusávamos
-1,acusáveis
1,adaptáve*
1,adequad*
1,adequada
1,adequadas
1,adequado*
1,admir*
1,admirabilíssim*
1,admiravelmente
1,admiração
1,admiráve*
1,admissíve*
1,admita
1,admitais
1,admitam
1,admitamos
1,admitas
1,admite
1,admitem
1,admites
1,admiti
1,admitia
1,admitiam
1,admitias
1,admitid*
1,admitida
1,admitidas
1,admitido
1,admitidos
1,admitimos
1,admitindo
1,admitir
1,admitira
1,admitiram
1,admitiras
1,admitirdes
1,admitirei
1,admitireis
1,admitirem
1,admitiremos
1,admitires
1,admitiria
1,admitiriam
1,admitirias
1,admitirmos
1,admitirá
1,admitirás
1,admitirão
1,admitiríamos
1,admitiríeis
1,admitis
1,admitisse
1,admitissem
1,admitisses
1,admitiste
1,admitistes
1,admitiu
1,admito
1,admitíamos
1,admitíeis
1,admitíramos
1,admitíreis
1,admitísseis
1,admitíssemos
-1,adoentad*
1,adora
1,adorad*
1,adorada
1,adoradas
1,adorado
1,adorados
1,adorai
1,adorais
1,adoram
1,adoramos
1,adorando
1,adorar
1,adorara
1,adoraram
1,adoraras
1,adorardes
1,adorarei
1,adorareis
1,adorarem
1,adoraremos
1,adorares
1,adoraria
1,adorariam
1,adorarias
1,adorarmos
1,adorará
1,adorarás
1,adorarão
1,adoraríamos
1,adoraríeis
1,adoras
1,adorasse
1,adorassem
1,adorasses
1,adoraste
1,adorastes
1,adorava
1,adoravam
1,adoravas
1,adoravelmente
1,adoração
1,adore
1,adorei
1,adoreis
1,adorem
1,adoremos
1,adores
1,adoro
1,adorou
1,adoráramos
1,adoráreis
1,adorásseis
1,adorássemos
1,adorávamos
1,adoráve*
1,adoráveis
1,adula
1,adulad*
1,adulada
1,aduladas
1,adulado
1,adulados
1,adulai
1,adulais
1,adulam
1,adulamos
1,adulando
1,adular
1,adulara
1,adularam
1,adularas
1,adulardes
1,adularei
1,adulareis
1,adularem
1,adularemos
1,adulares
1,adularia
1,adulariam
1,adularias
1,adularmos
1,adulará
1,adularás
1,adularão
1,adularíamos
1,adularíeis
1,adulas
1,adulasse
1,adulassem
1,adulasses
1,adulaste
1,adulastes
1,adulava
1,adulavam
1,adulavas
1,adulação
1,adule
1,adulei
1,aduleis
1,adulem
1,adulemos
1,adules
1,adulo
1,adulou
-1,adulterad*
-1,adulterin*
1,aduláramos
1,aduláreis
1,adulásseis
1,adulássemos
1,adulávamos
1,aduláveis
-1,adversa
-1,adversamente
-1,adversas
-1,adversidade
-1,adversidade*
-1,adverso*
-1,adversári*
-1,adversária
-1,adversárias
-1,adversário
-1,adversários
1,advoga
1,advogad*
1,advogada
1,advogadas
1,advogado
1,advogados
1,advogai
1,advogais
1,advogam
1,advogamos
1,advogando
1,advogar
1,advogara
1,advogaram
1,advogaras
1,advogardes
1,advogarei
1,advogareis
1,advogarem
1,advogaremos
1,advogares
1,advogaria
1,advogariam
1,advogarias
1,advogarmos
1,advogará
1,advogarás
1,advogarão
1,advogaríamos
1,advogaríeis
1,advogas
1,advogasse
1,advogassem
1,advogasses
1,advogaste
1,advogastes
1,advogava
1,advogavam
1,advogavas
1,advogo
1,advogou
1,advogue
1,advoguei
1,advogueis
1,advoguem
1,advoguemos
1,advogues
1,advogáramos
1,advogáreis
1,advogásseis
1,advogássemos
1,advogávamos
1,advogáveis
1,afabilidade
1,afabilidade*
1,afabilíssim*
1,afaga
1,afagad*
1,afagada
1,afagadas
1,afagado
1,afagados
1,afagai
1,afagais
1,afagam
1,afagamos
1,afagando
1,afagar
1,afagara
1,afagaram
1,afagaras
1,afagardes
1,afagarei
1,afagareis
1,afagarem
1,afagaremos
1,afagares
1,afagaria
1,afagariam
1,afagarias
1,afagarmos
1,afagará
1,afagarás
1,afagarão
1,afagaríamos
1,afagaríeis
1,afagas
1,afagasse
1,afagassem
1,afagasses
1,afagaste
1,afagastes
1,afagava
1,afagavam
1,afagavas
1,afago
1,afagou
1,afague
1,afaguei
1,afagueis
1,afaguem
1,afaguemos
1,afagues
1,afagáramos
1,afagáreis
1,afagásseis
1,afagássemos
1,afagávamos
1,afagáveis
-1,afast*
1,afazeres
1,afeic*
1,afeiç*
1,afeiçoad*
1,afeiçoamento
1,afeição
-1,afetad*
1,afetadíssim*
-1,afetação
1,afetiv*
1,afetiva
1,afetivas
1,afetivo*
1,afeto
1,afetuos*
1,afetuosa
1,afetuosamente
1,afetuosas
1,afetuoso*
1,afetuosíssim*
1,afian*
1,aficionad*
1,afirm*
1,afirmativ*
-1,afli*
-1,aflig*
-1,aflige
-1,afligem
-1,afliges
-1,afligi
-1,afligia
-1,afligiam
-1,afligias
-1,afligid*
-1,afligida
-1,afligidas
-1,afligido
-1,afligido-se
-1,afligidos
-1,afligimos
-1,afligindo
-1,afligindo-se
-1,afligir
-1,afligira
-1,afligiram
-1,afligiras
-1,afligirdes
-1,afligirei
-1,afligireis
-1,afligirem
-1,afligiremos
-1,afligires
-1,afligiria
-1,afligiriam
-1,afligirias
-1,afligirmos
-1,afligirá
-1,afligirás
-1,afligirão
-1,afligiríamos
-1,afligiríeis
-1,afligis
-1,afligisse
-1,afligissem
-1,afligisses
-1,afligiste
-1,afligistes
-1,afligiu
-1,afligíamos
-1,afligíeis
-1,afligíramos
-1,afligíreis
-1,afligísseis
-1,afligíssemos
-1,aflij*
-1,aflija
-1,aflijais
-1,aflijam
-1,aflijamos
-1,aflijas
-1,aflijo
-1,aflit*
-1,aflita
-1,aflita*
-1,aflitas
-1,aflitiv*
-1,aflito
-1,aflito*
-1,aflitos
-1,afliç*
-1,aflição
-1,aflições
-1,afoita
-1,afoitas
-1,afoito*
1,afortun*
1,afortunad*
1,afortunada
1,afortunadas
1,afortunado*
1,afortunadíssim*
-1,afront*
1,afronta
1,afrontad*
1,afrontada
1,afrontadas
1,afrontado
1,afrontados
1,afrontai
1,afrontais
1,afrontam
1,afrontamos
1,afrontando
1,afrontar
1,afrontara
1,afrontaram
1,afrontaras
1,afrontardes
1,afrontarei
1,afrontareis
1,afrontarem
1,afrontaremos
1,afrontares
1,afrontaria
1,afrontariam
1,afrontarias
1,afrontarmos
1,afrontará
1,afrontarás
1,afrontarão
1,afrontaríamos
1,afrontaríeis
1,afrontas
1,afrontasse
1,afrontassem
1,afrontasses
1,afrontaste
1,afrontastes
1,afrontava
1,afrontavam
1,afrontavas
1,afronte
1,afrontei
1,afronteis
1,afrontem
1,afrontemos
1,afrontes
1,afronto
-1,afrontos*
1,afrontou
1,afrontáramos
1,afrontáreis
1,afrontásseis
1,afrontássemos
1,afrontávamos
1,afrontáveis
1,afroux*
1,afrouxa
1,afrouxad*
1,afrouxada
1,afrouxadas
1,afrouxado
1,afrouxados
1,afrouxai
1,afrouxais
1,afrouxam
1,afrouxamos
1,afrouxando
1,afrouxar
1,afrouxara
1,afrouxaram
1,afrouxaras
1,afrouxardes
1,afrouxarei
1,afrouxareis
1,afrouxarem
1,afrouxaremos
1,afrouxares
1,afrouxaria
1,afrouxariam
1,afrouxarias
1,afrouxarmos
1,afrouxará
1,afrouxarás
1,afrouxarão
1,afrouxaríamos
1,afrouxaríeis
1,afrouxas
1,afrouxasse
1,afrouxassem
1,afrouxasses
1,afrouxaste
1,afrouxastes
1,afrouxava
1,afrouxavam
1,afrouxavas
1,afrouxe
1,afrouxei
1,afrouxeis
1,afrouxem
1,afrouxemos
1,afrouxes
1,afrouxo
1,afrouxou
1,afrouxáramos
1,afrouxáreis
1,afrouxásseis
1,afrouxássemos
1,afrouxávamos
1,afrouxáveis
1,afáve*
-1,agit*
-1,agita
-1,agitad*
-1,agitada
-1,agitadas
-1,agitado
-1,agitados
-1,agitai
-1,agitais
-1,agitam
-1,agitamos
-1,agitando
-1,agitar
-1,agitara
-1,agitaram
-1,agitaras
-1,agitardes
-1,agitarei
-1,agitareis
-1,agitarem
-1,agitaremos
-1,agitares
-1,agitaria
-1,agitariam
-1,agitarias
-1,agitarmos
-1,agitará
-1,agitarás
-1,agitarão
-1,agitaríamos
-1,agitaríeis
-1,agitas
-1,agitasse
-1,agitassem
-1,agitasses
-1,agitaste
-1,agitastes
-1,agitava
-1,agitavam
-1,agitavas
-1,agitaç*
-1,agitação
-1,agite
-1,agitei
-1,agiteis
-1,agitem
-1,agitemos
-1,agites
-1,agito
-1,agitou
-1,agitáramos
-1,agitáreis
-1,agitásseis
-1,agitássemos
-1,agitávamos
-1,agitáveis
-1,agonia
-1,agonia*
-1,agoniad*
-1,agoniada
-1,agoniada*
-1,agoniadas
-1,agoniado
-1,agoniado*
-1,agoniados
-1,agoniai
-1,agoniais
-1,agoniam
-1,agoniamos
-1,agoniando
-1,agoniar
-1,agoniara
-1,agoniaram
-1,agoniaras
-1,agoniardes
-1,agoniarei
-1,agoniareis
-1,agoniarem
-1,agoniaremos
-1,agoniares
-1,agoniaria
-1,agoniariam
-1,agoniarias
-1,agoniarmos
-1,agoniará
-1,agoniarás
-1,agoniarão
-1,agoniaríamos
-1,agoniaríeis
-1,agonias
-1,agoniasse
-1,agoniassem
-1,agoniasses
-1,agoniaste
-1,agoniastes
-1,agoniava
-1,agoniavam
-1,agoniavas
-1,agonie
-1,agoniei
-1,agonieis
-1,agoniem
-1,agoniemos
-1,agonies
-1,agonio
-1,agoniou
-1,agoniz*
-1,agoniáramos
-1,agoniáreis
-1,agoniásseis
-1,agoniássemos
-1,agoniávamos
-1,agoniáveis
-1,agourent*
1,agracia
1,agraciad*
1,agraciada
1,agraciadas
1,agraciado
1,agraciados
1,agraciai
1,agraciais
1,agraciam
1,agraciamos
1,agraciando
1,agraciar
1,agraciara
1,agraciaram
1,agraciaras
1,agraciardes
1,agraciarei
1,agraciareis
1,agraciarem
1,agraciaremos
1,agraciares
1,agraciaria
1,agraciariam
1,agraciarias
1,agraciarmos
1,agraciará
1,agraciarás
1,agraciarão
1,agraciaríamos
1,agraciaríeis
1,agracias
1,agraciasse
1,agraciassem
1,agraciasses
1,agraciaste
1,agraciastes
1,agraciava
1,agraciavam
1,agraciavas
1,agracie
1,agraciei
1,agracieis
1,agraciem
1,agraciemos
1,agracies
1,agracio
1,agraciou
1,agraciáramos
1,agraciáreis
1,agraciásseis
1,agraciássemos
1,agraciávamos
1,agraciáveis
1,agrad*
1,agrada
1,agradabilidade
1,agradabilíssim*
1,agradad*
1,agradada
1,agradadas
1,agradado
1,agradados
1,agradai
1,agradais
1,agradam
1,agradamos
1,agradando
1,agradar
1,agradara
1,agradaram
1,agradaras
1,agradardes
1,agradarei
1,agradareis
1,agradarem
1,agradaremos
1,agradares
1,agradaria
1,agradariam
1,agradarias
1,agradarmos
1,agradará
1,agradarás
1,agradarão
1,agradaríamos
1,agradaríeis
1,agradas
1,agradasse
1,agradassem
1,agradasses
1,agradaste
1,agradastes
1,agradava
1,agradavam
1,agradavas
1,agradavelmente
1,agrade
1,agradece
1,agradecei
1,agradeceis
