polaridade,palavra
1,grata
1,gratuito
-1,grave
-1,graves
-1,gritante
-1,grosseiro
-1,grossa
-1,grudados
1,grátis
0,grávida
0,guarda
0,guisado
0,habilitar
1,harmonioso
0,havia
0,hein
0,hidropônico
0,hidroviário
1,higienizado
1,higiênica
1,higiênico
1,higiênicos
1,hilárias
0,hipermercado
0,histórico
0,hoje
0,honestamente
1,honesto
1,honestos
-1,horrendo
-1,horroroso
-1,horríveis
0,hospedei
1,hospitaleiro
-1,hostil
0,hoteleiro
0,humano
1,humanizado
0,humanos
1,humilde
1,humildes
0,humorado
1,hábeis
1,ideal
0,identificar
1,identifiquei-me
0,iguais
-1,ilegal
0,iluminado
-1,ilícita
0,imaginava
1,imbatíveis
0,imensas
1,impecável
1,imperdível
0,implantar
0,importante
0,importada
0,impossível
-1,impraticáveis
1,impressionado
-1,impróprio
-1,imundas
-1,inacessível
-1,inacreditável
-1,inadmissível
0,inaugurar
0,incluindo
0,inclusive
-1,incomoda
-1,incompetente
0,incorporada
-1,incorreta
-1,incorreto
0,incrementar
1,incrível
-1,indecisa
1,indico
0,industrializado
0,inesperadas
-1,inferior
-1,infestado
0,infinitamente
0,infinitas
0,inflacionário
-1,infligindo
0,influencia
0,informal
0,informando
0,informatizado
0,inicial
0,inicialmente
0,iniciar
1,inigualáveis
-1,injustiçado
0,inocentes
1,inovador
-1,insalubre
-1,insatisfeito
-1,inseguros
-1,insensível
0,inserido
0,insisto
0,instalado
-1,insuficiente
-1,insuportável
-1,insustentáveis
0,integral
0,integrais
0,inteiro
0,intenso
-1,interditado
1,interessante
0,internacionais
0,interno
0,interna
0,intimista
0,inusitados
-1,invasivo
0,investir
0,invés
0,inúmeras
0,ir
0,iria
-1,irregulares
-1,irresponsável
-1,irritante
-1,irritado
-1,irônica
0,italianas
0,jamais
0,jantar
0,japonesa
0,jeans
0,jogado
0,jovem
0,junto
0,juntos
0,justamente
1,justo
1,justos
0,já
-1,lamento
-1,lamentavelmente
-1,lamentável
0,laranja
-1,largado
0,largos
0,laticínios
0,lavar
1,legal
1,legais
0,leguminosas
0,lembro
-1,lento
-1,lentas
0,ler
-1,lerdos
-1,lesado
0,leva
0,levá-lo
0,liberar
0,lidar
0,ligeiramente
-1,limitante
-1,limitado
1,limpo
1,limpa
1,lindo
1,lindas
0,liquidificador
0,literalmente
1,livre
1,livremente
0,localizado
0,locais
0,locomover
0,logo
-1,longe
-1,longas
-1,lotado
0,lotérica
0,loucamente
0,louco
-1,ludibriar
0,ludovicense
0,lá
-1,lástima
0,lógico
0,macarronada
0,macio
0,madureira
0,madura
1,magnífica
0,maior
0,mais
-1,mal
-1,mal-educada
0,maminha
0,mandar
0,manga
0,manipulados
0,manter
0,mantém-se
0,mapas
0,maranhense
1,maravilhosas
1,marcantes
0,masculinos
0,mate
-1,péssimo
0,mecânico
0,mediano
0,medicinais
0,medindo
1,mega
1,meiga
1,melhor
-1,melhorar
0,mencionadas
0,menores
0,menos
0,mensais
0,mensalmente
0,mercadológico
-1,mercenário
1,merece
0,mesmo
0,metem
0,metropolitana
0,milimétricas
0,mineira
0,mineral
0,mini
-1,minúsculo
0,mirar
0,mocotó
0,moderado
0,modernizar
1,moderno
0,moído
-1,mofados
0,mole
0,molhados
0,monitorar
0,montado
0,moro
0,moreno
0,morre
0,mortadelas
-1,mortas
0,mostrar
0,moída
0,mudou
0,muda
0,multiplicar
0,mundial
0,munícipe
0,módicos
0,múltiplos
0,nacionais
0,nascendo
0,natalina
1,naturais
0,navegar
-1,necessita
0,necessário
-1,negar
-1,negativo
-1,negativa
-1,negligente
-1,negligência
0,negociar
0,negociáveis
0,negra
0,ninho
1,nobre
-1,nojentas
0,nordestina
0,normal
0,normalmente
0,notado
0,noturno
0,noturnos
0,notório
0,novamente
0,novata
0,nova
0,nunca
0,não
1,obrigada
0,obrigatória
0,observar
-1,obsoletas
-1,obstruindo
0,obter
0,ocasionais
-1,ocioso
0,ocorre
-1,ocupadas
-1,odiei
0,oeste
-1,ofender
0,oferecer
0,oferecidos
0,oitava
0,online
0,ontem
0,operacionais
0,oposto
0,optar
0,organizado
0,orientados
1,original
0,ornamentais
0,ouso
0,ouvindo
0,paga-se
0,pagar
0,paga
0,palha
-1,palhaçada
1,parabenizo
0,paraense
0,parando
1,parcelam
0,parcial
0,parece
0,parecidos
0,particularmente
0,partilhar
0,pasmem
0,passa
-1,pecam
-1,peca
0,peculiar
0,pedalar
0,pedir
0,pegou
0,pega
0,penar
0,pendurados
-1,penoso
0,pensar
0,pequenas
0,percebi
-1,perde
-1,perdidos
0,perecíveis
1,perfeito
1,perfeita
0,perguntei
-1,perigoso
0,permaneça
0,permeia
0,permitido
0,pernambucana
-1,perseguindo
1,personalizado
0,perto
-1,pesado
0,pesquisem
0,pessoalmente
0,petiscar
0,pintar
-1,piores
1,pitoresco
1,planejado
1,plausível
1,plena
0,plásticas
-1,pobres
0,pode-se
0,pode
1,poderosamente
-1,podre
0,pontuais
0,pop
0,popular
0,popularmente
0,porco
0,portugueses
0,portuária
1,positivo
1,positiva
1,possibilita
0,possui
0,possível
0,postal
0,posteriormente
0,potencial
0,pouco
0,pousando
0,praticamente
0,praticados
0,precaver
0,precificam
0,precisamente
0,precisamos
-1,precisa
-1,precário
1,predileto
0,preenchidas
0,preferencial
0,prefiro
0,prender
0,preocupados
0,prepara
-1,prepotente
1,presam
0,presencial
0,presenciais
1,presente
1,presentes
1,presentear
-1,presos
0,prestar
1,prestativos
0,presta
0,pretendo
0,preta
0,previsto
0,preze
0,primou
0,primeira
1,primordial
0,primárias
0,principais
0,principalmente
0,prioritários
1,privilegiada
1,proativa
1,proativos
0,processar
0,procura
0,produzem
-1,proibidos
1,promete
0,promocionais
1,prontamente
1,prontificou
1,prontas
1,propõe
0,proporcionar
0,propício
0,protejam
0,prova
0,provavelmente
1,proveitosa
0,providenciar
0,provoca
1,prático
0,própria
1,próspera
0,próximo
0,pulando
0,puro
0,puxando
0,pós-operatório
0,qto
0,quado
1,qualificada
0,quando
0,quanto
0,quarta
0,quase
-1,queimadas
0,quente
1,quentinho
0,queria
1,querida
0,questionei
-1,quilométricas
0,quitam
0,quê
0,radicalmente
0,rapidamente
1,rapidinho
0,raramente
0,raro
-1,rasgadas
1,razoavelmente
1,razoáveis
0,realizar
0,realmente
0,receber
0,recebidos
0,recentes
0,recentemente
0,recepcionada
0,recepcionados
1,receptivo
0,recheado
-1,reclamar
0,recolher
0,recomendo
1,reconfortante
0,recorrente
-1,recusaram
0,reduzido
0,refazer
0,reflete
0,reformado
0,reformuladas
1,refrescante
1,refrigeradas
0,refugiar
0,regional
-1,regredir
0,regulam
0,regularmente
0,relativamente
1,relaxar
0,relevar
0,remarcam
0,remodelado
0,remover
0,rende
0,renovarei
0,reorganizado
0,repaginada
0,reparam
0,repente
0,repete
1,repleto
0,repõem
0,reposto
0,repostos
-1,requentada
0,requer
0,resfriado
0,reside
0,resolveu
1,respeitosa
0,respondem
0,responsabiliza
0,ressalta
0,ressalva
0,restritiva
0,restrito
0,resumindo
0,retiraram
0,retorna
0,retornável
0,retrata
0,reunido
0,rever
1,revigorado
0,revistado
1,revitalizado
1,rico
1,robusto
0,rolante
0,rolar
0,rola
0,rondando
0,rotineiramente
-1,roubar
0,roxos
-1,rudes
-1,ruim
0,rural
1,rápidos
-1,ríspida
0,rústico
0,sei
0,saborear
1,saborosos
0,sacar
0,sai
0,salvar
0,salva
0,sanar
0,santa
1,satisfatório
1,satisfeito
1,satisfeitos
1,saudável
-1,sebosa
-1,seco
-1,secos
0,seguinte
0,seguindo
0,segundo
1,seguro
1,segura
0,selecionadas
0,selecionado
0,selecionados
0,semanal
1,semanalmente
0,semelhantes
1,sempre
1,sensacional
0,sentar
0,sentindo
0,senão
0,separado
0,sereno
-1,seriamente
0,servido
0,setorizado
0,significa
0,sim
0,similar
0,simples
0,simplesmente
1,simpática
0,sinalizado
0,sinceramente
0,sintético
0,sinônimo
0,situado
-1,sobrecarregadas
0,sociais
1,sofisticados
-1,sofre
0,solicito
0,solteiro
0,soltos
1,solícitos
0,somente
1,sorridentes
0,sorrindo
1,sortida
0,sovado
1,suave
0,subiu
1,sublime
0,subterrâneo
1,suculenta
0,sugere
0,sugestivo
-1,sujo
-1,sujinho
-1,sujas
-1,sumiu
1,super
1,supera
-1,superfaturado
1,superior
0,suprem
0,surgiram
1,surpreendente
1,surpreendo
1,surtido
-1,suspeito
0,suspensos
1,sustentável
0,sãos
0,só
0,tabajaras
0,talvez
0,tambaqui
0,também
0,tampouco
0,tarde
0,taurina
0,tava
1,tecnológica
0,tentei
0,tem
-1,terrível
0,tipico
0,tira
0,tomar
1,tops
0,torcendo
0,tornando
0,torrada
0,torta
0,total
0,totalmente
1,trabalhadoras
0,trabalhasse
0,tradicional
-1,traía
-1,trancados
1,tranquilamente
1,tranquilo
0,transitar
1,transparentes
0,tratam
0,travando
0,trazem
0,treinandos
0,treinadas
0,tremenda
0,trás
-1,tumultuado
0,turistando
0,turístico
0,tão
0,técnicas
0,térmicas
0,típicas
0,tópicos
0,ultimamente
0,ultima
-1,ultrapassada
0,umedecidas
0,universitários
-1,urgente
-1,urgentemente
0,usual
0,utilizar
-1,vagabundo
0,vagando
0,vale
0,validar
1,valioso
1,valorizados
1,vantajoso
0,varejão
0,variado
0,vasta
0,vazio
0,vazias
0,vegano
0,veganos
0,vegetarianas
0,veggies
0,veiculado
-1,velhos
-1,vencido
-1,vencida
0,vende
0,vendidas
1,ventilado
0,ver
0,verdadeiras
0,verdes
-1,vergonhoso
0,verificar
0,vermelha
1,versátil
0,visto
0,viajo
-1,viciado
0,vigiando
0,vi
0,virar
0,visitei
0,visitá-la
0,visualizar
0,visualmente
0,visíveis
0,vizinhos
1,viáveis
0,voador
1,voltarei
-1,vomitei
-1,vulneráveis
1,válida
0,xaropes
-1,zoado
-1,zombaram
1,ótima
1,ótimas
1,ótimo
1,ótimos
0,última
0,única
0,único
1,ágil
0,árabe
0,áspero
0,ímpar
0,íntimas
0,últimos
1,útil
-1,☹
1,♡
1,❣
1,❤
0,🇧
1,🌳
1,🌹
1,🌻
1,🍕
1,🍷
1,🏠
1,👊
1,💃
1,💚
1,😁
1,😉
1,😋
1,😌
1,😎
0,😐
1,😚
1,😜
-1,😢
1,🥤
1,🦀
